#OTU ID	Taxonomy
OTU_1226	k__; p__; c__; o__; f__; g__; s__
OTU_1227	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1228	k__Eukaryota; p__Opisthokonta; c__Ascomycota; o__Saccharomycotina; f__Saccharomycetes; g__; s__
OTU_1229	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus cereus
OTU_123	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus dysgalactiae
OTU_1230	k__; p__; c__; o__; f__; g__; s__
OTU_1231	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus cereus
OTU_1232	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1233	k__; p__; c__; o__; f__; g__; s__
OTU_1234	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__
OTU_1235	k__; p__; c__; o__; f__; g__; s__
OTU_1236	k__; p__; c__; o__; f__; g__; s__
OTU_1237	k__; p__; c__; o__; f__; g__; s__
OTU_1238	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1239	k__; p__; c__; o__; f__; g__; s__
OTU_124	k__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus larvae
OTU_1240	k__; p__; c__; o__; f__; g__; s__
OTU_1241	k__; p__; c__; o__; f__; g__; s__
OTU_1242	k__; p__; c__; o__; f__; g__; s__
OTU_1243	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1244	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1245	k__; p__; c__; o__; f__; g__; s__
OTU_1246	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__; s__
OTU_1247	k__; p__; c__; o__; f__; g__; s__
OTU_1248	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1249	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_125	k__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Bacillus sp. DB182(2010)
OTU_1250	k__; p__; c__; o__; f__; g__; s__
OTU_1251	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1252	k__; p__; c__; o__; f__; g__; s__
OTU_1253	k__; p__; c__; o__; f__; g__; s__
OTU_1254	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1255	k__; p__; c__; o__; f__; g__; s__
OTU_1256	k__; p__; c__; o__; f__; g__; s__
OTU_1257	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1258	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1259	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_126	k__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__
OTU_1260	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1261	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1262	k__; p__; c__; o__; f__; g__; s__
OTU_1263	k__; p__; c__; o__; f__; g__; s__
OTU_1264	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1265	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Bombella; s__
OTU_1266	k__; p__; c__; o__; f__; g__; s__
OTU_1267	k__; p__; c__; o__; f__; g__; s__
OTU_1268	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1269	k__; p__; c__; o__; f__; g__; s__
OTU_127	k__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_1270	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1271	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1272	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
OTU_1273	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1274	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_1275	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Penicillium sp. ShG4C; s__
OTU_1276	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
OTU_1277	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
OTU_1278	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
OTU_1279	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Penicillium digitatum Pd1; s__
OTU_128	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__Stenotrophomonas sp. 2000-18
OTU_1280	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU_1281	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU_1282	k__; p__; c__; o__; f__; g__; s__
OTU_1283	k__; p__; c__; o__; f__; g__; s__
OTU_1284	k__; p__; c__; o__; f__; g__; s__
OTU_1285	k__; p__; c__; o__; f__; g__; s__
OTU_1286	k__; p__; c__; o__; f__; g__; s__
OTU_1287	k__; p__; c__; o__; f__; g__; s__
OTU_1288	k__; p__; c__; o__; f__; g__; s__
OTU_1289	k__; p__; c__; o__; f__; g__; s__
OTU_129	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__
OTU_1290	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__; g__; s__
OTU_1291	k__; p__; c__; o__; f__; g__; s__
OTU_1292	k__; p__; c__; o__; f__; g__; s__
OTU_1293	k__; p__; c__; o__; f__; g__; s__
OTU_1294	k__; p__; c__; o__; f__; g__; s__
OTU_1295	k__; p__; c__; o__; f__; g__; s__
OTU_1296	k__; p__; c__; o__; f__; g__; s__
OTU_1297	k__; p__; c__; o__; f__; g__; s__
OTU_1298	k__; p__; c__; o__; f__; g__; s__
OTU_1299	k__; p__; c__; o__; f__; g__; s__
OTU_13	k__Eukaryota; p__; c__; o__; f__; g__; s__
OTU_130	k__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus montaniterrae
OTU_1300	k__; p__; c__; o__; f__; g__; s__
OTU_1301	k__; p__; c__; o__; f__; g__; s__
OTU_1302	k__; p__; c__; o__; f__; g__; s__
OTU_1303	k__; p__; c__; o__; f__; g__; s__
OTU_1304	k__; p__; c__; o__; f__; g__; s__
OTU_1305	k__; p__; c__; o__; f__; g__; s__
OTU_1306	k__; p__; c__; o__; f__; g__; s__
OTU_1307	k__; p__; c__; o__; f__; g__; s__
OTU_1308	k__; p__; c__; o__; f__; g__; s__
OTU_1309	k__; p__; c__; o__; f__; g__; s__
OTU_131	k__; p__; c__; o__; f__; g__; s__
OTU_1310	k__; p__; c__; o__; f__; g__; s__
OTU_1311	k__; p__; c__; o__; f__; g__; s__
OTU_1312	k__; p__; c__; o__; f__; g__; s__
OTU_1313	k__; p__; c__; o__; f__; g__; s__
OTU_1314	k__; p__; c__; o__; f__; g__; s__
OTU_1315	k__Eukaryota; p__Charophyta; c__Tracheophyta; o__; f__; g__; s__
OTU_1316	k__; p__; c__; o__; f__; g__; s__
OTU_1317	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__
OTU_1318	k__; p__; c__; o__; f__; g__; s__
OTU_1319	k__; p__; c__; o__; f__; g__; s__
OTU_132	k__; p__; c__; o__; f__; g__; s__
OTU_1320	k__; p__; c__; o__; f__; g__; s__
OTU_1321	k__; p__; c__; o__; f__; g__; s__
OTU_1322	k__; p__; c__; o__; f__; g__; s__
OTU_1323	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1324	k__; p__; c__; o__; f__; g__; s__
OTU_1325	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1326	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__; s__
OTU_1327	k__; p__; c__; o__; f__; g__; s__
OTU_1328	k__; p__; c__; o__; f__; g__; s__
OTU_1329	k__; p__; c__; o__; f__; g__; s__
OTU_133	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
OTU_1330	k__Eukaryota; p__Charophyta; c__Tracheophyta; o__Spermatophyta; f__Magnoliophyta; g__; s__
OTU_1331	k__; p__; c__; o__; f__; g__; s__
OTU_1332	k__; p__; c__; o__; f__; g__; s__
OTU_1333	k__; p__; c__; o__; f__; g__; s__
OTU_1334	k__; p__; c__; o__; f__; g__; s__
OTU_1335	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1336	k__; p__; c__; o__; f__; g__; s__
OTU_1337	k__; p__; c__; o__; f__; g__; s__
OTU_1338	k__; p__; c__; o__; f__; g__; s__
OTU_1339	k__; p__; c__; o__; f__; g__; s__
OTU_134	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium greenlandense
OTU_1340	k__; p__; c__; o__; f__; g__; s__
OTU_1341	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1342	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__Pucciniomycotina; f__Pucciniomycetes; g__Pucciniales; s__Pucciniaceae
OTU_1343	k__; p__; c__; o__; f__; g__; s__
OTU_1344	k__; p__; c__; o__; f__; g__; s__
OTU_1345	k__; p__; c__; o__; f__; g__; s__
OTU_1346	k__; p__; c__; o__; f__; g__; s__
OTU_1347	k__; p__; c__; o__; f__; g__; s__
OTU_1348	k__; p__; c__; o__; f__; g__; s__
OTU_1349	k__; p__; c__; o__; f__; g__; s__
OTU_135	k__; p__; c__; o__; f__; g__; s__
OTU_1350	k__; p__; c__; o__; f__; g__; s__
OTU_1351	k__; p__; c__; o__; f__; g__; s__
OTU_1352	k__; p__; c__; o__; f__; g__; s__
OTU_1353	k__; p__; c__; o__; f__; g__; s__
OTU_1354	k__; p__; c__; o__; f__; g__; s__
OTU_1355	k__Eukaryota; p__Charophyta; c__Tracheophyta; o__; f__; g__; s__
OTU_1356	k__; p__; c__; o__; f__; g__; s__
OTU_136	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Terribacillus; s__Terribacillus saccharophilus
OTU_137	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
OTU_138	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU_139	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Phaseolibacter; s__uncultured Enterobacteriaceae bacterium
OTU_14	k__; p__; c__; o__; f__; g__; s__
OTU_140	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas fluorescens
OTU_141	k__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_142	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__
OTU_143	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
OTU_144	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus; s__Solibacillus silvestris
OTU_145	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__
OTU_146	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus alkalitelluris
OTU_147	k__Eukaryota; p__Opisthokonta; c__Ascomycota; o__Saccharomycotina; f__; g__; s__
OTU_148	k__; p__; c__; o__; f__; g__; s__
OTU_149	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__; s__
OTU_15	k__; p__; c__; o__; f__; g__; s__
OTU_150	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Tatumella; s__
OTU_151	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Marinococcaceae; g__Geomicrobium; s__Geomicrobium sediminis
OTU_152	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Succinivibrionaceae; g__Succinivibrionaceae UCG-001; s__
OTU_153	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__
OTU_154	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Bombilactobacillus; s__Lactobacillus mellifer
OTU_155	k__Eukaryota; p__Charophyta; c__Tracheophyta; o__Spermatophyta; f__Magnoliophyta; g__Liliopsida; s__
OTU_156	k__Eukaryota; p__Opisthokonta; c__Ascomycota; o__Saccharomycotina; f__; g__; s__
OTU_157	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__; s__
OTU_158	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__
OTU_159	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__; s__
OTU_16	k__; p__; c__; o__; f__; g__; s__
OTU_160	k__Eukaryota; p__Opisthokonta; c__Basidiomycota; o__; f__; g__; s__
OTU_161	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__
OTU_162	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__Stenotrophomonas sp. MM35
OTU_163	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus infernus
OTU_164	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter russicus
OTU_165	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__
OTU_166	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__
OTU_167	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus marisflavi
OTU_168	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter haemolyticus
OTU_169	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus plakortidis
OTU_17	k__; p__; c__; o__; f__; g__; s__
OTU_170	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__uncultured Virgibacillus sp.
OTU_171	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Pseudogracilibacillus; s__
OTU_172	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Sediminibacillus; s__Sediminibacillus halophilus
OTU_173	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
OTU_174	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Bombilactobacillus; s__Lactobacillus mellis
OTU_175	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae; g__Nocardiopsis; s__Nocardiopsis nanhaiensis
OTU_176	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium sp. GOBB3-209
OTU_177	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
OTU_178	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus sp. M18
OTU_179	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__Virgibacillus halophilus
OTU_18	k__; p__; c__; o__; f__; g__; s__
OTU_180	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus cereus
OTU_181	k__Bacteria; p__Firmicutes; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__
OTU_182	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU_183	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__
OTU_184	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
OTU_185	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus cecorum
OTU_186	k__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__metagenome; g__; s__
OTU_187	k__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__bacterium MD2012
OTU_188	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter farmeri
OTU_189	k__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__; s__
OTU_19	k__; p__; c__; o__; f__; g__; s__
OTU_190	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter boissieri
OTU_191	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter calcoaceticus
OTU_192	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Buchnera; s__Buchnera aphidicola (Cinara costata)
OTU_193	k__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__; s__
OTU_194	k__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales; f__Thermoactinomycetaceae; g__Planifilum; s__Planifilum composti
OTU_195	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__secondary symbiont type-R of Cinara cedri
OTU_196	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
OTU_197	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__uncultured Pelosinus sp.
OTU_198	k__Bacteria; p__Firmicutes; c__Bacilli; o__Alicyclobacillales; f__Alicyclobacillaceae; g__Tumebacillus; s__
OTU_199	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillaceae bacterium 53-2; f__; g__; s__
OTU_2	k__; p__; c__; o__; f__; g__; s__
OTU_20	k__; p__; c__; o__; f__; g__; s__
OTU_200	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Gracilibacillus; s__Gracilibacillus dipsosauri
OTU_201	k__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__; g__; s__
OTU_202	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__; s__
OTU_203	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
OTU_204	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__uncultured Ralstonia sp.
OTU_205	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas japonica
OTU_206	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter sp.
OTU_207	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus equinus
OTU_208	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__; s__
OTU_209	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria Incertae Sedis; f__Unknown Family; g__Candidatus Ovatusbacter; s__
OTU_21	k__; p__; c__; o__; f__; g__; s__
OTU_210	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Pseudarcicella; s__
OTU_211	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria Incertae Sedis; f__Unknown Family; g__Acidibacter; s__
OTU_212	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina pasteurii
OTU_213	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Fictibacillus; s__Fictibacillus barbaricus
OTU_214	k__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter; s__
OTU_215	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus piscium
OTU_216	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Zymobacter; s__
OTU_217	k__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__; g__; s__
OTU_218	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. CAIM 231
OTU_219	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas; s__Pelomonas saccharophila
OTU_22	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter apis
OTU_220	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__; s__
OTU_221	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea ananatis
OTU_222	k__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__UBA12409; g__; s__
OTU_223	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__
OTU_224	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Rahnella aquatilis
OTU_225	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__Variovorax sp. CC1Q2
OTU_226	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Orbaceae; g__Frischella; s__Frischella perrara
OTU_227	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Pigmentiphaga; s__Pigmentiphaga daeguensis
OTU_228	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Zymobacter; s__
OTU_229	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Fructobacillus; s__
OTU_23	k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__; s__
OTU_230	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. KNUC382
OTU_231	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus cereus
OTU_232	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
OTU_233	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__
OTU_234	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sanguinis
OTU_235	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Apilactobacillus; s__Lactobacillus kosoi
OTU_236	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__uncultured Lactobacillus sp.
OTU_237	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Apilactobacillus; s__
OTU_238	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Gallibacterium; s__Gallibacterium anatis
OTU_239	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Apilactobacillus; s__
OTU_24	k__; p__; c__; o__; f__; g__; s__
OTU_240	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera elsdenii
OTU_241	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactiplantibacillus; s__Lactobacillus pentosus
OTU_242	k__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium; s__Exiguobacterium sp. m030608c
OTU_243	k__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__; s__
OTU_244	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Lonsdalea; s__Lonsdalea britannica
OTU_245	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus henryi
